content,category
"½ lemon, juiced",2
½ lime,2
"½ medium jalapeno pepper, seeded and minced",2
"½ medium red bell pepper, minced",2
"½ medium red bell pepper, minced (optional)",2
½ pound (8 ounces) rigatoni or pappardelle or pasta of choice,2
"½ pound fresh crabmeat, well drained",2
½ small bunch thyme,2
½ Tablespoons Honey (optional),2
½ teaspoon almond extract,2
½ teaspoon almond extract (optional),2
½ teaspoon baking soda,2
½ teaspoon chili powder,2
½ teaspoon crushed red pepper,2
½ teaspoon cumin seeds,2
½ teaspoon dried oregano,2
"½ teaspoon fine salt, to taste",2
"½ teaspoon fine salt, to taste (optional)",2
"½ teaspoon fine sea salt, to taste",2
½ teaspoon freshly ground black pepper,2
½ teaspoon granulated sugar,2
½ teaspoon ground black pepper,2
½ teaspoon ground cinnamon,2
½ teaspoon ground coriander,2
½ teaspoon ground ginger,2
½ teaspoon ground turmeric,2
½ teaspoon kosher salt,2
½ teaspoon of lime juice or plain vinegar,2
½ teaspoon pepper,2
"½ teaspoon red pepper flakes, to taste (omit if sensitive to spice)",2
"½ teaspoon red pepper flakes, to taste (scale back or omit if sensitive to spice)",2
½ teaspoon salt,2
½ teaspoon vanilla extract,2
½ teaspoon Dijon mustard,2
½ to 1 teaspoon garam masala or tandoori masala,2
½ to 1 teaspoon kashmiri red chili powder or deghi mirch or ¼ to ½ teaspoon cayenne pepper or paprika,2
"½ to 1 teaspoon red pepper flakes, to taste (optional)",2
½ tsp sea salt flakes,2
½ tsp. baking soda,2
½ tsp. kosher salt,2
½ tsp. sugar,2
½ whole grated nutmeg,2
â…“ cup levelled cocoa powder or 30 grams,2
â…“ cup organic unrefined cane sugar or regular sugar or 70 grams,2
Â½ cup levelled whole wheat flour (atta) or 60 grams whole wheat flour,2
Â½ teaspoon baking powder,2
Â½ teaspoon vanilla extract (optional),2
"0.25 ounces (1 packet, about 2 teaspoons) instant or rapid rise yeast",2
0.44 ounces salt (about 2 1/2 teaspoons) salt,2
0.8 ounces (about 2 tablespoons) sugar,2
1  (15-ounce) can pumpkin purée (about 2 cups),2
1  angostura bitters,2
1  bay leaves,2
1  cup ( grams) molasses or treacle [updated weight],2
1  cup apple cider,2
1  cup granulated sugar,2
1  cup lime juice,2
"1  cup lime juice, freshly squeezed",2
1  cup maple syrup,2
1  cup simple syrup,2
1  cup sugar,2
1  cup water,2
1  cup whole milk,2
1  dash angostura bitters,2
1  dash orange bitters,2
1  egg yolk,2
1  fluid ounces ( cups) half-and-half,2
1  ft cheesecloth,2
1  grapefruit twist,2
"1  in fresh pasta, fresh",2
1  large egg,2
1  large egg yolks,2
"1  large sweet potatoes, peeled and cubed",2
1  leaf basil,2
1  leaf cilantro,2
"1  lemon, halved",2
1  lime zest,2
"1  medium cloves garlic, minced",2
"1  medium lemon, zested",2
1  medium lime,2
"1  orange, zested",2
1  oz agave nectar,2
1  oz allspice bitters,2
1  oz aquavit,2
1  oz aquavit (optional),2
1  oz blanco tequila,2
1  oz blood orange juice,2
1  oz bourbon,2
1  oz caperitif,2
1  oz carrot juice,2
"1  oz cava, chilled",2
1  oz cherry juice,2
1  oz chilled ginger beer,2
1  oz cinnamon simple syrup,2
1  oz club soda,2
1  oz cynar,2
1  oz dark rum,2
1  oz drambuie,2
1  oz dry gin,2
1  oz dry vermouth,2
1  oz fernet branca,2
1  oz fino sherry,2
1  oz freshly squeezed orange juice,2
1  oz galliano,2
1  oz gin,2
"1  oz ginger beer, room temperature",2
1  oz ginger juice,2
"1  oz ginger juice, fresh",2
1  oz grade B maple syrup,2
1  oz honey syrup,2
"1  oz lemon juice, freshly squeezed",2
1  oz light rum,2
"1  oz lime juice, fresh",2
1  oz mezcal,2
1  oz mild fernet,2
1  oz old tom gin,2
1  oz pear brandy,2
"1  oz pineapple juice, fresh",2
1  oz pisco,2
1  oz punt e mes,2
1  oz rum,2
1  oz scotch,2
"1  oz seltzer, chilled",2
1  oz simple syrup,2
1  oz single-malt scotch,2
1  oz sparkling wine,2
1  oz triple sec,2
1  oz unfiltered apple cider,2
1  oz whiskey,2
1  oz yellow chartreuse,2
"1  pounds (about kg) russet or Yukon Gold potatoes, peeled and cut into quarters, sixths, or eighths, depending on size (see note)",2
"1  qt strawberry, split",2
"1  seltzer, chilled",2
1  slice lime,2
1  slice lime (optional),2
1  slice orange juice,2
1  slice peach,2
1  sparkling apple cider,2
"1  tablespoons (g) unsalted butter, cut into roughly -inch cubes",2
"1  tbsp butter, room temperature",2
"1  tbsp butter, softened",2
1  tbsp extra virgin olive oil,2
1  tbsp lemongrass,2
1  tbsp sugar,2
1  tbsp unsalted butter,2
1  tbsp whole coriander seed,2
1  teaspoon (g) Diamond Crystal kosher salt; for table salt use half as much by volume or the same weight,2
"1  teaspoon freshly ground white pepper, plus more to taste",2
1  teaspoon garlic powder,2
1  teaspoon kosher salt,2
1  tomato diced,2
"1  tsp coriander seed, ground",2
"1  tsp creme de violette, optional",2
1  tsp finely grated dark chocolate,2
1  tsp ground cinnamon,2
1  tsp harissa paste,2
1  tsp kosher salt,2
1  tsp orange blossom water,2
1  tsp sherry vinegar,2
"1 (1 1/2-inch) stick cinnamon, broken into pieces",2
"1 (1/2 inch) piece fresh ginger, minced",2
1 (10 ounce) package frozen peas,2
1 (12 ounce) package extra-firm tofu,2
1 (12 ounce) package fusilli pasta,2
1 (12-ounce) can evaporated milk,2
1 (13.5 ounce) can coconut milk (see note),2
1 (13.5 ounce) can light coconut milk,2
1 (14 ounce) can coconut milk,2
1 (14-ounce) can coconut milk,2
"1 (14-ounce) can of sweetened condensed milk, label removed",2
1 (15 ounce) can pineapple chunks in juice,2
1 (16-ounce) bag dried small red or black beans,2
1 (2 1/2-pound) spaghetti squash (halved lengthwise and seeds removed),2
1 (2 1/2-pound) spaghetti squash (halved lengthwise and seeds removed) (optional),2
1 (28-ounce; 794g) can crushed tomatoes,2
"1 (28-ounce) can crushed Italian plum tomatoes, preferably D.O.P. San Marzano",2
1 (28-ounce) can whole peeled tomatoes,2
1 (28-ounce) can whole peeled tomatoes packed in juice,2
"1 (28-ounce) can whole peeled tomatoes, roughly mashed",2
"1 (3 ounce) package cream cheese, softened",2
"1 (6- to 8-pound; 3 to 3.5kg) boneless pork shoulder roast, rind removed",2
"1 (8 ounce) package carrots, peeled and grated",2
1 (8.8 ounce) package naan bread,2
1 ¼ cups granulated sugar,2
1 ¼ cups quick-cooking oats** (use certified gluten-free oats if necessary),2
1 ¼ cups unsifted powdered sugar (about 5 ounces),2
1 ½ cups unsalted butter (12 ounces),2
1 ½ pounds sweet potatoes (2 medium or 3 small),2
1 ½ teaspoons baking powder,2
1 ½ teaspoons chili powder,2
1 ½ teaspoons garam masala**,2
1 ½ teaspoons ground coriander,2
1 ½ tsp ground cinnamon,2
1 1/2 batch ginger-cardamom simple syrup,2
1 1/2 cinnamon stick,2
1 1/2 cup aged rum,2
1 1/2 cup apple cider,2
1 1/2 cup apple cider vinegar,2
"1 1/2 cup cardamom pod, lightly crushed",2
1 1/2 cup cognac,2
1 1/2 cup concord grape,2
1 1/2 cup corn syrup,2
1 1/2 cup cranberry,2
1 1/2 cup filtered water,2
1 1/2 cup freshly squeezed lemon juice,2
1 1/2 cup ginger beer,2
1 1/2 cup granulated sugar,2
1 1/2 cup ice cube,2
"1 1/2 cup kosher salt, divided",2
"1 1/2 cup orange juice, fresh",2
"1 1/2 cup peach, frozen",2
"1 1/2 cup pink grapefruit, fresh",2
1 1/2 cup raw turbinado sugar,2
1 1/2 cup red wine,2
1 1/2 cup seltzer,2
"1 1/2 cup seltzer, chilled",2
"1 1/2 cup seltzer, chilled (optional)",2
1 1/2 cup sugar,2
1 1/2 cup turbinado sugar,2
1 1/2 cup unsweetened cocoa powder,2
1 1/2 cup vodka,2
1 1/2 cup water,2
"1 1/2 cup water, cold",2
"1 1/2 cup whole milk, warmed to about ° F by microwaving for  seconds",2
1 1/2 cups ( ounces; g) uncooked parboiled long-grain white rice,2
1 1/2 cups (10 ounces; 280g) uncooked parboiled long-grain white rice,2
1 1/2 cups (355 ml) heavy cream,2
1 1/2 cups (375ml) whole milk,2
"1 1/2 cups (8 ounces or 225 grams) cherry tomatoes, chopped small, plus more to taste",2
"1 1/2 cups (9 1/2 ounces; 270g) dried field peas (cowpeas), preferably not black-eyed peas, rinsed, picked over for debris, and soaked overnight (see note)",2
1 1/2 cups (about 13 1/2 ounces) risotto-style rice (see note),2
1 1/2 cups (packed) light brown sugar,2
1 1/2 cups (packed) light brown sugar (optional),2
1 1/2 cups all-purpose flour,2
1 1/2 cups basmati or jasmine rice,2
1 1/2 cups dashi,2
1 1/2 cups dry red wine (white works fine as well),2
1 1/2 cups extra-virgin olive oil,2
1 1/2 cups grated Monterey Jack cheese,2
1 1/2 cups long-grain or Basmati rice,2
1 1/2 cups long-grain white rice,2
1 1/2 cups Monterey Jack cheese shredded,2
1 1/2 cups orzo pasta (see note),2
1 1/2 cups packed light brown sugar,2
1 1/2 cups seafood stock or vegetable broth,2
1 1/2 cups sugar,2
1 1/2 cups vegetable oil,2
1 1/2 cups water,2
"1 1/2 cups water, 110 degrees F",2
"1 1/2 cups white basmati rice, rinsed well",2
1 1/2 cups whole milk,2
1 1/2 dash chocolate bitters,2
1 1/2 dash orange bitters,2
1 1/2 floz chilled orange juice,2
1 1/2 floz vodka,2
"1 1/2 jalapeno, sliced",2
1 1/2 large egg,2
1 1/2 large egg (optional),2
1 1/2 large egg yolks,2
1 1/2 leaf basil,2
1 1/2 leaf fresh mint,2
"1 1/2 leaf mint, fresh",2
1 1/2 maraschino cherry,2
"1 1/2 medium grapefruit, zested",2
"1 1/2 medium grapefruit, zested (optional)",2
1 1/2 orange,2
1 1/2 ounces (45ml) fresh juice from 2 limes,2
1 1/2 oz agave nectar,2
1 1/2 oz aged rum,2
1 1/2 oz allspice bitters,2
1 1/2 oz angostura bitters,2
1 1/2 oz aperol,2
1 1/2 oz apple brandy,2
1 1/2 oz apple cider,2
1 1/2 oz applejack,2
1 1/2 oz benedictine,2
1 1/2 oz blanco tequila,2
1 1/2 oz bourbon,2
1 1/2 oz brandy,2
1 1/2 oz cachaca,2
1 1/2 oz campari,2
1 1/2 oz cardamom pod,2
1 1/2 oz cinnamon simple syrup,2
1 1/2 oz citrus vodka,2
1 1/2 oz cocchi americano,2
1 1/2 oz coffee,2
1 1/2 oz cognac,2
1 1/2 oz cynar,2
1 1/2 oz dark rum,2
1 1/2 oz demerara simple syrup,2
1 1/2 oz dry gin,2
1 1/2 oz dry gin (optional),2
1 1/2 oz dry sherry,2
1 1/2 oz dry vermouth,2
1 1/2 oz dubonnet,2
1 1/2 oz fernet branca,2
1 1/2 oz frangelico,2
1 1/2 oz fresh pomegranate juice,2
1 1/2 oz freshly squeezed lemon juice,2
1 1/2 oz freshly squeezed lime juice,2
1 1/2 oz galliano,2
1 1/2 oz genever,2
1 1/2 oz gin,2
"1 1/2 oz ginger ale, chilled",2
"1 1/2 oz ginger juice, fresh",2
"1 1/2 oz ginger, peeled",2
1 1/2 oz grand marnier,2
1 1/2 oz granny smith apple cider,2
1 1/2 oz granulated sugar,2
"1 1/2 oz grapefruit juice, freshly squeezed",2
1 1/2 oz green chartreuse,2
1 1/2 oz half and half,2
1 1/2 oz heavy cream,2
1 1/2 oz high-proof bourbon,2
1 1/2 oz honey,2
1 1/2 oz honey syrup,2
1 1/2 oz ice cube,2
1 1/2 oz lemon,2
1 1/2 oz lemon juice,2
"1 1/2 oz lemon juice, fresh",2
"1 1/2 oz lemon juice, fresh squeezed",2
"1 1/2 oz lemon juice, freshly squeezed",2
1 1/2 oz lemon simple syrup,2
1 1/2 oz light rum,2
1 1/2 oz lime juice,2
"1 1/2 oz lime juice, fresh",2
"1 1/2 oz lime juice, freshly squeezed",2
"1 1/2 oz mango, diced",2
1 1/2 oz maraschino liqueur,2
1 1/2 oz mezcal,2
1 1/2 oz mint simple syrup,2
1 1/2 oz montenegro amaro,2
1 1/2 oz old tom gin,2
"1 1/2 oz orange juice, fresh",2
1 1/2 oz passionfruit simple syrup,2
1 1/2 oz pear brandy,2
"1 1/2 oz pineapple juice, fresh",2
"1 1/2 oz pineapple juice, freshly squeezed",2
"1 1/2 oz pineapple, diced",2
1 1/2 oz port,2
1 1/2 oz prepared spiced apple simple syrup,2
1 1/2 oz prepared spiced simple syrup,2
1 1/2 oz prosecco,2
1 1/2 oz punt e mes,2
1 1/2 oz reposado tequila,2
1 1/2 oz rose champagne,2
1 1/2 oz ruby port,2
1 1/2 oz rum,2
1 1/2 oz rye whiskey,2
1 1/2 oz scotch,2
1 1/2 oz seltzer,2
1 1/2 oz sherry,2
1 1/2 oz simple syrup,2
1 1/2 oz suze,2
1 1/2 oz sweet vermouth,2
1 1/2 oz tequila,2
1 1/2 oz tonic water,2
1 1/2 oz triple sec,2
1 1/2 oz vermouth,2
1 1/2 oz vodka,2
"1 1/2 oz water, hot",2
1 1/2 oz whiskey,2
1 1/2 oz white rum,2
1 1/2 oz yellow chartreuse,2
1 1/2 pinch smoked salt,2
"1 1/2 pomegranate seed, fresh",2
"1 1/2 pounds (675g) mixed mushrooms (such as shiitake, oyster, maitake, beech, cremini, and chanterelles), cleaned, trimmed, and thinly sliced or torn by hand (see note)",2
"1 1/2 pounds boneless skinless chicken thighs, trimmed of excess fat, and cut into 1/2 to 3/4-inch pieces",2
1 1/2 pounds Brussels sprouts,2
"1 1/2 pounds Cajun-style andouille sausage (680g; about 8 links), sliced crosswise 1/2 inch thick",2
"1 1/2 pounds medium to firm silken tofu, cut into 1/2-inch cubes",2
"1 1/2 pounds sirloin beef, sliced into 1/4- to 1/8th-inch strips",2
1 1/2 pt heavy cream,2
1 1/2 quarts (1.4L) homemade brown or white chicken stock or store-bought low-sodium chicken broth,2
1 1/2 salt,2
1 1/2 slice lime,2
1 1/2 slice strawberry,2
1 1/2 sprig cilantro,2
1 1/2 sprig mint,2
"1 1/2 sprig mint, fresh",2
1 1/2 stick celery,2
"1 1/2 tablespoon fresh thyme leaves, roughly chopped",2
1 1/2 tablespoon minced garlic (about 4 medium cloves),2
1 1/2 tablespoons ghee or vegetable oil,2
"1 1/2 tablespoons whole cumin seeds, toasted, then ground",2
1 1/2 tbsp dark brown sugar,2
"1 1/2 tbsp dry sparkling wine, chilled",2
1 1/2 tbsp extra virgin olive oil,2
1 1/2 tbsp granulated sugar,2
"1 1/2 tbsp horseradish, grated",2
1 1/2 tbsp lemongrass,2
"1 1/2 tbsp lime juice, freshly squeezed",2
1 1/2 tbsp lime zest,2
1 1/2 tbsp malted milk powder,2
1 1/2 tbsp unsalted butter,2
1 1/2 tbsp whole anise,2
1 1/2 teaspoon garlic powder,2
1 1/2 teaspoon kosher salt,2
"1 1/2 teaspoons (4g) powdered gelatin, such as Knox",2
1 1/2 teaspoons baking powder,2
"1 1/2 teaspoons coriander seeds, toasted",2
1 1/2 teaspoons ground cumin,2
1 1/2 teaspoons ground ginger,2
1 1/2 teaspoons kosher salt,2
"1 1/2 teaspoons whole coriander seeds, toasted, then ground",2
"1 1/2 teaspoons whole cumin seeds, toasted",2
1 1/2 to 2 tablespoons chili bean paste,2
"1 1/2 to 3 tablespoons powdered sugar, plus more to decorate",2
1 1/2 tsp absinthe,2
1 1/2 tsp cinchona bark,2
"1 1/2 tsp coriander seed, ground",2
1 1/2 tsp demerara simple syrup,2
1 1/2 tsp finely grated dark chocolate,2
1 1/2 tsp grenadine,2
1 1/2 tsp ground cinnamon,2
1 1/2 tsp ground pink peppercorn,2
"1 1/2 tsp pomegranate seed, ground",2
1 1/2 tsp sherry vinegar,2
1 1/2 tsp superfine sugar,2
1 1/2 tsp vanilla extract,2
"1 1/2 tsp. freshly ground black pepper, plus more",2
"1 1/2 tsp. sugar, divided",2
1 1/2 twist orange,2
1 1/2 wheel orange,2
1 1/2 whole clove,2
1 1/3 bottle scotch,2
1 1/3 cinnamon stick,2
"1 1/3 clove medium garlic, thinly sliced",2
1 1/3 cup ( grams) molasses or treacle [updated weight],2
1 1/3 cup (g) water or milk (see note),2
1 1/3 cup (g) water or milk (see note) (optional),2
"1 1/3 cup apple cider, fresh",2
1 1/3 cup bourbon,2
"1 1/3 cup cardamom pod, lightly crushed",2
1 1/3 cup ice cube,2
"1 1/3 cup orange juice, fresh",2
"1 1/3 cup peach, frozen",2
"1 1/3 cup seltzer, chilled",2
1 1/3 cup sugar,2
1 1/3 cup vanilla ice cream,2
"1 1/3 cup water, boiling",2
1 1/3 cup yellow chartreuse,2
1 1/3 cups all-purpose flour,2
1 1/3 cups dashi,2
"1 1/3 dash lemon juice, fresh",2
1 1/3 dash orange bitters,2
1 1/3 dash orange bitters (optional),2
1 1/3 dash rose water,2
1 1/3 earl grey tea bag,2
1 1/3 egg white,2
1 1/3 floz vodka,2
1 1/3 fluid ounces ( cups) half-and-half,2
1 1/3 ft cheesecloth,2
1 1/3 ginger ale,2
1 1/3 ice cube,2
1 1/3 ice cube (optional),2
"1 1/3 in fresh pasta, fresh",2
1 1/3 leaf basil,2
1 1/3 leaf mint,2
1 1/3 lemon zest,2
"1 1/3 lime wedge, plus  lime wheels for garnish",2
"1 1/3 lime wedge, plus  lime wheels for garnish (optional)",2
1 1/3 maraschino cherry,2
"1 1/3 medium (-ounce; g) yellow onion, peeled, quartered, and root end trimmed",2
"1 1/3 medium cloves garlic, minced",2
1 1/3 orange,2
"1 1/3 orange, quartered",2
1 1/3 oz aged rum,2
1 1/3 oz amaro,2
1 1/3 oz apple brandy,2
1 1/3 oz averna,2
1 1/3 oz averna (optional),2
1 1/3 oz basil simple syrup,2
"1 1/3 oz blood orange juice, fresh",2
1 1/3 oz bourbon,2
1 1/3 oz brandy,2
1 1/3 oz calvados,2
1 1/3 oz campari,2
"1 1/3 oz celery juice, fresh",2
1 1/3 oz cherry juice,2
1 1/3 oz cocchi americano,2
"1 1/3 oz coconut water, chilled",2
1 1/3 oz cointreau,2
1 1/3 oz cranberry juice,2
1 1/3 oz cynar,2
1 1/3 oz dark rum,2
1 1/3 oz drambuie,2
1 1/3 oz dry sherry,2
1 1/3 oz elderflower liqueur,2
1 1/3 oz freshly squeezed lime juice,2
1 1/3 oz ginger liqueur,2
1 1/3 oz gran classico,2
1 1/3 oz grand marnier,2
1 1/3 oz hard cider,2
1 1/3 oz honey syrup,2
1 1/3 oz irish whiskey,2
"1 1/3 oz kale juice, fresh",2
1 1/3 oz lemon juice,2
"1 1/3 oz lemon juice, fresh",2
"1 1/3 oz lemon juice, fresh squeezed",2
"1 1/3 oz lemon juice, freshly squeezed",2
"1 1/3 oz lemon, fresh",2
1 1/3 oz light rum,2
1 1/3 oz lime juice,2
"1 1/3 oz lime juice, freshly squeezed",2
1 1/3 oz mint simple syrup,2
1 1/3 oz montenegro amaro,2
1 1/3 oz old tom gin,2
"1 1/3 oz orange juice, fresh squeezed",2
"1 1/3 oz orange juice, freshly squeezed",2
1 1/3 oz orgeat,2
1 1/3 oz pear brandy,2
1 1/3 oz pineapple simple syrup,2
"1 1/3 oz pink grapefruit juice, fresh",2
"1 1/3 oz pink grapefruit, fresh",2
1 1/3 oz pomegranate molasses,2
